name,ik,standortnummer,anzahl_standorte,strasse,hausnummer,plz,ort,telefon,email,betten,vollstationaere_fallzahl,teilstationaere_fallzahl,ambulante_fallzahl,staeb_fallzahl,traeger_name,traeger_art,lehrkrankenhaus,universitaet,notfallstufe,notdienst,notdienstpraxis,hat_bg_zulassung,hat_darzt,hat_dialyse,hat_onkologie,hat_radiologie,hat_intensivmedizin,hat_notaufnahme,hat_psychiatrie,hat_geriatrie,anzahl_fachabteilungen,fachabteilungen,fachabteilung_schluessel,apparative_ausstattung,url_zugang,url_internetseite,url_weitere_infos
Schön Kliniken Rendsburg und Eckernförde,260100875,773202000,2,Lilienstr.,20-28,24768,Rendsburg,+494331-200-0,Klinik-Rendsburg@schoen-klinik.de,183,1807,148,8549,427,Schön Klinik Rendsburg-Eckernförde SE & Co. KG,privat,Ja,Christian-Albrechts Universität zu Kiel,,nein,nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,9,"Klinik für Innere Medizin; Klinik für Allgemein- und Viszeralchirurgie; Klinik für Anästhesie und Schmerztherapie; Klinik für Geriatrie; Gelenkzentrum - Orthopädie und Unfallchirurgie; Zentrale Notaufnahme; Tagesklinik für Psychiatrie, Psychotherapie, Psychosomatik und konsiliarische Psychiatrie; Unfallchirurgie Belegabteilung; Teilstationäre Dialyse",,AA08; AA50; AA22; AA14; AA33,https://www.schoen-klinik.de/,https://www.schoen-klinik.de/eckernfoerde,
HELIOS Klinik Schleswig GmbH,260100911,,1,St. Jürgener Straße,1-3,24837,Schleswig,+494621-8120,info@helios-kliniken.de,319,17219,29,36489,0,HELIOS Klinik Schleswig GmbH,privat,Ja,"Universität Schleswig-Holstein, Campus Kiel und Campus Lübeck",,ja,ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,13,"Innere Medizin; Kinder- und Jugendmedizin; Allgemein-, Viszeral- Gefäß und Thoraxchirurgie; Unfall-, Wiederherstellungs- und Orthopädische Chirurgie; Urologie; Gynäkologie und Geburtshilfe; Frauenheilkunde; Hals-, Nasen-, Ohrenheilkunde; Neurologie; Zahn- und Kieferheilkunde Mund- und Kieferchirurgie; Anästhesie und Intensivmedizin; Radiologie; Anästhesie",,AA14; AA22; AA08; AA01; AA10; AA43; AA47; AA23; AA38; AA50; AA69,https://www.helios-gesundheit.de/kliniken/schleswig,https://www.helios-gesundheit.de/kliniken/schleswig/,
"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin",260100922,773143000,5,St. Jürgener Str.,5a,24837,Schleswig,+494621-830,info.fksl@helios-kliniken.de,157,1986,149,6000,0,HELIOS Fachklinik Schleswig GmbH,privat,Ja,"Universität Schleswig-Holstein, Campus Kiel",,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Psychiatrie und Psychosomatische Medizin,,,https://www.helios-gesundheit.de/kliniken/schleswig/,https://www.helios-gesundheit.de/kliniken/schleswig/,
HELIOS Tagesklinik Psychiatrie (Erwachsene),260100922,773144000,5,Mühlental,1,24837,Schleswig,+494621-830,infosl@helios-gesundheit.de,40,0,760,0,0,HELIOS Fachklinik GmbH,privat,Ja,Christian-Albrechts-Universität zu Kiel (CAU),,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,2,Allgemeine Psychiatrie/Tagesklinik (für teilstationäre Pflegesätze); Allgemeine Psychiatrie/Tagesklinik (für teilstationäre Pflegesätze),,,https://www.helios-gesundheit.de/kliniken/schleswig/,https://www.helios-gesundheit.de/kliniken/schleswig/,
HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie,260100922,773145000,5,Friedrich-Ebert-Straße,5,24837,Schleswig,+494621-830,infosl@helios-gesundheit.de,128,1370,101,3545,0,HELIOS Fachklinik Schleswig GmbH,privat,Ja,Christian-Albrechts-Universität zu Kiel (CAU),,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Kinder- und Jugendpsychiatrie und -Psychotherapie,,,http://www.helios-gesundehit.de/klinik/schleswig,http://www.helios-gesundheit.de/klinik/schleswig.html,
"HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie,
Tagesklinik Baumhaus Husum",260100922,773146000,5,Theodor-Schäfer-Straße,1a,25813,Husum,+494841-77097620,infosl@helios-gesundheit.de,12,0,46,1727,0,HELIOS Fachklinik Schleswig GmbH,privat,Ja,Christian-Albrechts-Universität zu Kiel (CAU),,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,2,"Kinder- und Jugendpsychiatrie/Tagesklinik (für teilstationäre Pflegesätze) Tagesklinik Baumhaus Husum; Helios Klinikum Schleswig Klinik für Kinder-und Jugendpsychiatrie und -psychotherapie, TK Baumhaus und PIA Husum",,,https://www.helios-gesundheit.de/kliniken/schleswig/,https://www.helios-gesundheit.de/kliniken/schleswig/,
SCHLEI-Klinikum Schleswig FKSL GmbH,260100922,,5,Obereiderstraße,28,24768,Rendsburg,+494331-770850,martin.jung@helios-gesundheit.de,10,0,48,1336,0,HELIOS Fachklinik Schleswig GmbH,privat,Ja,Christian-Albrechts-Universität zu Kiel (CAU),,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Kinder- und Jugendpsychiatrie/Tagesklinik (für teilstationäre Pflegesätze),,,http://www.helios-gesundehit.de/klinik/schleswig,http://www.helios-gesundheit.de/klinik/schleswig.html,
Fachkrankenhaus für Psychiatrie und Psychotherapie und Tagesklinik für Psychiatrie,260101002,,1,Johannesallee,9,24848,Kropp,+494624-801-130,pzk@diakonie-kropp.de,37,227,88,990,0,Stiftung Diakoniewerk Kropp,freigemeinnützig,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,2,Fachkrankenhaus für Psychiatrie und Psychotherapie; Tagesklinik für Psychiatrie,,,http://www.diakonie-kropp.de/,http://www.diakonie-kropp.de/,https://www.diakonie-kropp.de/unternehmen/diakoniewerk-kropp/psychiatrisches-zentrum/
Margarethen-Klinik GmbH,260101024,773441000,1,Konsul-Lorentzen-Straße,3,24376,Kappeln,+494642-52-100,info@margarethen-klinik.de,17,667,0,0,0,Stingray Healthcare SA,privat,Nein,,,nein,ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,4,Allgemeine Chirurgie; Innere Medizin; Frauenheilkunde und Geburtshilfe; Urologie,,,https://www.margarethen-klinik.de,http://www.margarethen-klinik.de,
Psychiatrisches Krankenhaus Rickling,260101091,773366000,1,Daldorfer Straße,2,24635,Rickling,+494328-18-0,pkh@landesverein.de,360,3562,351,6788,0,Landesverein für Innere Mission in Schleswig-Holstein,freigemeinnützig,Ja,"Universität zu Lübeck, Lübeck",,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Psychiatrisches Krankenhaus Rickling,,AA43; AA22; AA08; AA10,https://landesverein.de/psychiatrie/psychiatrisches-krankenhaus-rickling,https://landesverein.de/psychiatrie/psychiatrisches-krankenhaus-rickling,
Klinikum Bad Bramstedt GmbH,260101104,,1,Oskar-Alexander-Str.,26,24576,Bad Bramstedt,+494192-900,info@auenlandklinik.de,146,3736,0,7125,0,"DRV Nord 70,57 %, Stadt Bad Bramstedt 12,45 %, Universitätsklinikum Hamburg-Eppendorf (UKE) 16,98 %",,Ja,Universitätsklinikum Hamburg-Eppendorf,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,3,Innere Medizin/Schwerpunkt Rheumatologie; Geriatrie; Orthopädie/Schwerpunkt Rheumatologie,,AA01; AA08; AA10; AA43; AA22; AA14; AA26; AA32; AA33,,,
SEGEBERGER KLINIKEN GMBH Zentralverwaltung,260101126,771942000,2,Klosterkamp,1a,23795,Bad Segeberg,+494551-802-4910,info@segebergerkliniken.de,521,16225,304,19089,0,SEGEBERGER KLINIKEN GMBH,privat,Ja,Christian-Albrechts-Universität zu Kiel,,ja,ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,14,Frauenheilkunde und Geburtshilfe; Innere Medizin; Anästhesie; Radiologie und Neuroradiologie; Herzchirurgie; Kardiologie im Herz- und Gefäßzentrum; Gefäßchirurgie; Psychosomatik/Psychotherapie; Psychosomatik/Psychoth./Tagesklinik; Kardioanästhesie; Neurologie (Hamdorfer Weg); Neurologie (Allgemeine Klinik); Orthopädie und Unfallchirurgie; Allgemein- und Viszeralchirurgie,,AA01; AA14; AA43; AA47; AA70; AA22; AA38; AA69; AA21; AA32; AA23; AA33; AA57; AA15; AA08; AA10,http://www.segebergerkliniken.de,http://www.segebergerkliniken.de,
SEGEBERGER KLINIKEN GMBH Zentralverwaltung,260101126,771943000,2,Klosterkamp,1a,23795,Bad Segeberg,+494551-802-4910,info@segebergerkliniken.de,13,838,0,34,0,SEGEBERGER KLINIKEN GMBH,privat,Ja,Christian-Albrechts-Universität zu Kiel,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,"Kardiologie, Praxisklinik Norderstedt",,AA14; AA01; AA22; AA43; AA10; AA21; AA08; AA38; AA57; AA15; AA33; AA69; AA23; AA47,http://www.segebergerkliniken.de,http://www.segebergerkliniken.de,
Klinikum Itzehoe,260101137,772665000,2,Robert-Koch-Str.,2,25524,Itzehoe,+494821-772-0,info@kh-itzehoe.de,601,32591,1056,64227,0,Zweckverband des Kreises Steinburg und der Stadt Itzehoe,öffentlich,Ja,"Akademisches Lehrkrankenhaus der Universitäten Kiel, Lübeck und Hamburg",,ja,ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Ja,16,"Klinik für Allgemein-, Gefäß- und Viszeralchirurgie; Klinik für Anästhesiologie; Klinik für Frauenheilkunde und Geburtshilfe; Klinik für Geriatrie, Nephrologie und Palliativmedizin; Klinik für Kinder- und Jugendmedizin Neonatologie und Pädiatrische Intensivmedizin; Klinik für Kardiologie; Klinik für Neurologie; Klinik für Unfallchirurgie und Orthopädie; Klinik für Urologie und Kinderurologie; Zentrum für Psychosoziale Medizin - Bereich Erwachsene; Hals-, Nasen-, Ohrenheilkunde; Klinik für Gastroenterologie und Diabetologie; Klinik für Pneumologie, Infektiologie und Onkologie; Klinik für Akut- und Notfallmedizin; Internistische Intensivmedizin und IMC; Zentrum für Psychosoziale Medizin – Bereich Kinder und Jugendliche",,AA01; AA38; AA08; AA10; AA43; AA18; AA47; AA50; AA21; AA15; AA22; AA23; AA14; AA57; AA32; AA33; AA69; AA70; AA71; AA72,,http://www.klinikum-itzehoe.de,
Klinikum Itzehoe,260101137,772666000,2,Robert-Koch-Str.,2,25524,Itzehoe,+494821-772-0,info@kh-itzehoe.de,0,0,67,0,0,Zweckverband des Kreises Steinburg und der Stadt Itzehoe,öffentlich,Ja,Kiel,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Tagesklinik Psychiatrie und Psychotherapie,,,,,
Krankenhaus Reinbek St. Adolf-Stift GmbH,260101193,,1,Hamburger Straße,41,21465,Reinbek,+4940-7280-0,info@krankenhaus-reinbek.de,361,18300,0,40336,0,Elisabeth Vinzenz Verbund GmbH,freigemeinnützig,Ja,Hamburg,,ja,ja,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,13,"Zentrum für Notfall- und Akutmedizin; Medizinische Klinik / Allgemeine Innere Medizin; Allgemeine Gastroenterologie; Onkologie, Hämatologie und Palliativmedizin; Klinik für Kardiologie; Allgemein-,Viszeral- und Thoraxchirurgie; Gefäßchirurgie; Shuntchirurgie; Urologie; Klinik für Orthopädie und Unfallchirurgie; Frauenklinik und Geburtshilfe; Diagnostische und interventionelle Radiologie; Anästhesie, Intensivmedizin und Notfallmedizin",,AA38; AA08; AA10; AA14; AA18; AA50; AA22; AA23; AA57; AA01; AA32; AA33; AA69; AA71,http://www.krankenhaus-reinbek.de,http://www.krankenhaus-reinbek.de,http://www.vinzenz-elisabeth.de
DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche,260101320,,1,Henry-Dunant-Str.,6 - 10,24223,Schwentinental,+494307-909-02,klinik@drk-sutz.de,12,545,0,126,0,"Deutsches Rotes Kreuz Landesverband Schleswig-Holstein e.V., Sitz: Kiel",freigemeinnützig,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,Neuropädiatrie,,AA22; AA10; AA26; AA08; AA30,http://www.drk-epilepsiezentrum.de,http://www.drk-epilepsiezentrum.de,
Vamed Ostseeklinik Damp,260101331,,1,Seute-Deern-Ring,20,24351,Ostseebad Damp,+494352-806001,info.ostseeklinik@vamed-gesundheit.de,179,7102,361,13279,0,Vamed Ostseeklinik Damp GmbH,privat,Ja,Christian-Albrechts-Universität zu Kiel und Universität zu Lübeck,,nein,nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,5,Innere Medizin/Rheumatologie; Neurochirurgie; Orthopädie; Intensivmedizin; Anästhesie/Intensivmedizin,,AA18; AA10; AA43; AA22; AA14; AA08,https://www.vamed-gesundheit.de/kliniken/damp-ostseeklinik/,https://www.vamed-gesundheit.de/kliniken/damp-ostseeklinik/,https://www.vamed-gesundheit.de/kliniken/damp-ostseeklinik/unser-angebot/unsere-standards/qualitaetsbericht/
"Kinderzentrum Pelzerhaken gGmbH, Sozialpädiatrische Fachklinik",260101386,,1,Zum Leuchtturm,4,23730,Neustadt in Holstein,+494561-7109-0,fachklinik@kinderzentrum-pelzerhaken.de,38,531,0,3214,0,"Kinderzentrum Pelzerhaken - Sozialpädiatrische Fachklinik, Sozialpädiatrisches Zentrum gGmbH",freigemeinnützig,Ja,Medizinische Universität zu Lübeck,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,Pädiatrie mit Schwerpunkt:Kinderneurologie und Sozialpädiatrie,,AA33; AA10; AA43,http://www.kinderzentrum-pelzerhaken.de,http://www.kinderzentrum-pelzerhaken.de,
Nordseeklinik Helgoland,260101444,,1,Invasorenpfad,1040,27498,Helgoland,+494725-803-0,info@helgoland.pkd.de,24,314,0,1155,0,Park-Hospital GmbH,privat,Nein,,,nein,nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,3,Innere Medizin; Neurologie; Allgemeine Chirurgie,,AA18; AA10,http://www.nordseeklinik-helgoland.de,https://www.nordseeklinik-helgoland.de,
FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH,260101488,,1,Friesenstraße,11,24534,Neumünster,+494321-405-0,info@fek.de,698,24663,898,61920,0,Stadt Neumünster,öffentlich,Ja,"Universitätsklinikum Schleswig-Holstein Campus Kiel, Universitätsklinikum Hamburg Eppendorf",,nein,ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,18,"Klinik für Kardiologie, Rhythmologie, Pneumologie und Allgemeine Innere Medizin; Klinik für Gastroenterologie; Klinik für Frührehabilitation und Geriatrie; Klinik für Hämatologie, Onkologie und Nephrologie; Klinik für Kinder- und Jugendmedizin; Klinik für Chirurgie; Klinik für Unfall- und Orthopädische Chirurgie, Sporttraumatologie; Klinik für Neurochirurgie; Klinik für Gefäßchirurgie; Klinik für Thoraxchirurgie; Klinik für Urologie; Klinik für Frauenheilkunde und Geburtshilfe; Hals-, Nasen-, Ohrenheilkunde; Klinik für Neurologie; Klinik für Psychiatrie, Psychotherapie und Psychosomatik; Klinik für Kinder- und Jugendpsychiatrie und Psychotherapie/ Tagesklinik; Institut für Diagnostische und Interventionelle Radiologie; Klinik für Anästhesiologie und Palliativmedizin und Intensivmedizinisches Zentrum",,AA22; AA23; AA47; AA21; AA08; AA30; AA33; AA32; AA69; AA57; AA15; AA10; AA56; AA70; AA14; AA01; AA38; AA71; AA43,http://www.friedrich-ebert-krankenhaus.de/,http://www.friedrich-ebert-krankenhaus.de/,
Tagesklinik Eutin,260101547,772535000,3,Hospitalstraße,22,23701,Eutin,+494521-8419912,tk.eutin@diakonie-nordnordost.de,15,0,73,3777,0,Diakonie Nord.Nord.Ost in Holstein gemeinnützige GmbH (vormals: Vorwerker Diakonie gGmbH),freigemeinnützig,Ja,Universität zu Lübeck,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,Tagesklinik Eutin,,,,https://www.diakonie-nordnordost.de,
Tagesklinik Büchen,260101547,772536000,3,Lauenburger Straße,39,21514,Büchen,+494155-1229000,tk.buechen@diakonie-nordnordost.de,15,0,72,2447,0,Diakonie Nord.Nord.Ost in Holstein gemeinnützige GmbH,freigemeinnützig,Ja,Medizinische Fakultät der Universität zu Lübeck,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,Tagesklinik Büchen,,,http://www.diakonie-nordnortdost.de,https://www.diakonie-nordnordost.de,
stationärer Bereich,260101547,772538000,3,Triftstraße,141a,23554,Lübeck,+49451-400250400,kjp@diakonie-nordnordost.de,51,578,65,2703,0,Diakonie Nord.Nord.Ost in Holstein gemeinnützige GmbH,freigemeinnützig,Ja,Medizinische Fakultät der Universität zu Lübeck,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,2,Fachklinik für Junges Leben stationärer Bereich; Tagesklinik Lübeck,,,https://www.diakonie-nordnordost.de,https://www.diakonie-nordnordost.de,
Schön Klinik Neustadt,260101809,,1,Am Kiebitzberg,10,23730,Neustadt in Holstein,+494561-54-0,KlinikNeustadt@schoen-klinik.de,366,13049,0,26867,0,Schön Klinik Neustadt SE & Co. KG,privat,Ja,Medizinische Universität zu Lübeck,,ja,ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,4,"Innere Medizin / Kardiologie; Orthopädie und Unfallchirurgie mit Fachzentrum für Hand-, Brust- und Plastische Chirurgie, Wirbelsäulenchirurgie mit Skoliosezentrum, Allgemein-, Viszeral- und Gefäß- und Thoraxchirurgie; Urologie; Neurologie / Neurophysiologie",,AA01; AA08; AA10; AA43; AA18; AA50; AA21; AA22; AA14; AA33; AA69; AA70,,http://www.schoen-klinik.de,
Westküstenkliniken Brunsbüttel und Heide gGmbH,260101865,771041000,2,Esmarchstraße,50,25746,Heide,+49481-785-0,info@wkk.sh,130,3996,258,26702,0,Kreis Dithmarschen,öffentlich,Nein,,,ja,ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Ja,6,"Abteilung für Innere Medizin; Abteilung für Chirurgie - Standort Brunsbüttel; Abteilung für Geriatrie - Standort Brunsbüttel; Abteilung für Anästhesie und Intensivmedizin - Standort Brunsbüttel; Tagesklinik für Psychiatrie, Psychotherapie und Psychosomatik - Standort Brunsbüttel; Belegabteilung Urologie - Standort Brunsbüttel",,AA08; AA10; AA43; AA21; AA14; AA32,,http://www.westkuestenklinikum.de/,
Westküstenkliniken Brunsbüttel und Heide gGmbH,260101865,771042000,2,Esmarchstraße,50,25746,Heide,+49481-785-0,info@wkk.sh,680,22491,1177,89871,0,Kreis Dithmarschen,öffentlich,Ja,Christian-Abrechts-Universität Kiel,,ja,ja,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Ja,22,"Medizinische Klinik 1; Medizinische Klinik 2; Medizinische Klinik 3; Frauenklinik; Klinik für Kinder- und Jugendmedizin; Neonatologie; Klinik für Viszeral- Thorax- und Gefäßchirurgie; Klinik für Unfallchirurgie und Orthopädie; Klinik für Neurochirurgie und Wirbelsäulenchirurgie; Neurologische Klinik; Nuklearmedizin; Klinik für multimodale Schmerztherapie; Belegabteilung Urologie; HNO-Belegabteilung; Klinik für Psychiatrie, Psychotherapie und Psychosomatik inkl. Tagesklinik Erwachsene; Tagesklinik für Kinder- und Jugendpsychiatrie; Klinik für Frührehabilitation und Geriatrie; Abteilung für Strahlentherapie; Klinik für Anästhesie und operative Intensivmedizin; Institut für diagnostische und interventionelle Radiologie/Neuroradiologie; Ambulantes Operationszentrum; Klinik für interdisziplinäre Notfallmedizin",,AA01; AA38; AA08; AA10; AA43; AA18; AA47; AA50; AA21; AA15; AA22; AA23; AA14; AA57; AA30; AA32; AA69; AA70,,http://www.westkuestenklinikum.de,
Schmerzklinik Kiel,260101923,,1,Heikendorfer Weg,9-27,24149,Kiel,+49431-20099-0,sekretariat@schmerzklinik.de,133,1758,10,8887,0,Schmerzklinik Kiel GmbH & Co.KG,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,Schmerzklinik Kiel,,AA43; AA10,http://www.schmerzklinik.de/,http://www.schmerzklinik.de/,http://www.schmerzklinik.de/service-fuer-patienten/
Praxisklinik Kronshagen,260101990,,1,Eichkoppelweg,74,24119,Kronshagen,+49431-54566-0,paulin@pkkh.de,3,693,0,0,0,Praxisklinik Kronshagen Gmbh & Co. KG,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,4,Kinderchirurgie; Allgemeine Chirurgie; Orthopädie; Gefäßchirurgie,,,http://praxisklinik-kronshagen.de/,http://praxisklinik-kronshagen.de/,http://praxisklinik-kronshagen.de/
Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-,260102014,771132000,1,Marlistr.,10,23566,Lübeck,+49451-98902-0,kontakt@geriatrie-luebeck.de,187,3472,474,536,0,DRK-Schwesternschaft Lübeck e. V. und AMEOS Krankenhausgesellschaft Südholstein mbH,privat,Ja,Universitätsklinikum Lübeck,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,3,Ambulante Geriatrische Rehabilitative Versorgung; Tagesklinik; Geriatrie,,AA08; AA22; AA43; AA10,http://www.geriatrie-luebeck.de,http://www.geriatrie-luebeck.de,
Asklepios Klinik Bad Oldesloe,260102036,,1,Schützenstaße,55,23843,Bad Oldesloe,+494531-68-0,info.badoldesloe@asklepios.com,136,4501,185,3973,0,Asklepios Kliniken Gauting GmbH,privat,Ja,Universität zu Lübeck,,ja,ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,4,Innere Medizin; Allgemeine Chirurgie; Geriatrie; Urologie,,AA01; AA08; AA14; AA22; AA15; AA43; AA69; AA10; AA50,https://www.asklepios.com/bad-oldesloe,http://www.asklepios.com/badoldesloe,
Schön Klinik Bad Bramstedt,260102047,,1,Birkenweg,10,24576,Bad Bramstedt,+494192-504-0,KlinikBadBramstedt@Schoen-Klinik.de,350,2438,0,0,0,Schön Klinik Bad Bramstedt GmbH,privat,Ja,Universitätsklinikum Hamburg-Eppendorf,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Psychosomatik/Psychotherapie,,AA43,http://www.Schoen-Klinik.de/Bad-Bramstedt,http://www.Schoen-Klinik.de/Bad-Bramstedt,
Klinik für Geriatrie Ratzeburg GmbH,260102058,,1,Röpersberg,47,23909,Ratzeburg,+494541-133700,Soenke.Sperl@ameos.de,69,1103,235,0,0,Klinik für Geriatrie Ratzeburg GmbH,privat,Ja,Universität zu Lübeck,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,2,Geriatrie-Station; Geriatrie-Tagesklinik,,AA08; AA14; AA22; AA33; AA10; AA43,https://www.ameos.eu/standorte/ameos-nord/ratzeburg/klinik-fuer-geriatrie-ratzeburg/,https://www.ameos.eu/standorte/ameos-nord/ratzeburg/klinik-fuer-geriatrie-ratzeburg/,
Paracelsus-Klinik Henstedt-Ulzburg,260102081,,1,Wilstedter Straße,134,24558,Henstedt-Ulzburg,+494193-70-0,info@henstedt.pkd.de,143,7614,0,14813,0,Paracelsus-Kliniken Deutschland GmbH & Co. KGaA,privat,Ja,Medizinische Fakultät der Universität Hamburg,,ja,ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,4,"Innere Medizin; Orthopädie, Unfall-, Hand-, Fuß- und wiederherstellende Chirurgie; Wirbelsäulenchirurgie; Allgemein-, Viszeral- und Thoraxchirurgie",,AA01; AA18; AA22; AA72; AA08; AA69; AA71; AA15,https://www.paracelsus-kliniken.de/akut/henstedt-ulzburg/,https://www.paracelsus-kliniken.de/akut/henstedt-ulzburg/,
Curtius Klinik,260102149,,1,Neue Kampstrasse,2,23714,Bad Malente,+494523-407-0,info@curtius-klinik.de,130,870,0,129,0,Curtius Klinik GmbH & Co.KG,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,3100,,,https://curtius-klinik.de,https://www.curtius-klinik.de,
Klinik Manhagen,260102150,,1,Sieker Landstraße,19,22927,Großhansdorf,+494102-605-0,info@manhagen.de,124,8613,0,3664,0,Klinik Manhagen GmbH & Co. KG,privat,Ja,Universitätsklinikum Schleswig Holstein,,ja,ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,4,"Orthopädie; Orthopädie und Unfallchirurgie; Augenheilkunde; Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",,,http://www.manhagen.de/,http://www.manhagen.de,
Geriatrie und Seniorenzentrum Geesthacht GmbH,260102229,,1,Johannes-Ritter-Str.,100,21502,Geesthacht,+494152-1790,info@vitalcampus.de,67,961,0,230,0,Vitalcampus - vormals Geriatrie und Seniorenzentrum Geesthacht GmbH,freigemeinnützig,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,2,Geriatrie; Geriatrie/Tagesklinik (für teilstationäre Pflegesätze),,AA10,https://www.vitalcampus.de,https://www.vitalcampus.de,https://www.vitalcampus.krankenhaus.de
HELIOS Klinik Kiel,260102230,,1,Hamburger Chaussee,77,24113,Kiel,+49431-7206300,Info.Ki@helios-gesundheit.de,60,2392,0,1153,0,HELIOS Klinik Kiel GmbH,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,6,Allgemeine Chirurgie; Neurochirurgie; Urologie; Orthopädie; Plastische Chirurgie; Anästhesie und Intensivmedizin,,,https://www.helios-gesundheit.de/kliniken/kiel/,https://www.helios-gesundheit.de/kliniken/kiel/,
"VAMED Klinik Geesthacht: Akutbereich, enthalten sind nur die Daten der Patientinnen/Patienten der besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich",260102252,,1,Johannes-Ritter-Straße,100,21502,Geesthacht,+494152-9180,info.geesthacht@vamed-gesundheit.de,70,744,0,0,0,VAMED Klinik Geesthacht GmbH,privat,Nein,,,nein,nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,Neurologie,,AA10; AA43; AA38,https://www.vamed-gesundheit.de/geesthacht/,https://www.vamed-gesundheit.de/geesthacht/,
